"id","geoid","metro","region","lat","lon","year","oned_index","economy_index","education_index","equity_index","quality_of_life_index","transit_index","econ_exports","econ_gmp","econ_hightech","econ_kiemploy","econ_mhhinc","econ_pcpi","econ_pop2534","econ_povrt","econ_techpatents","econ_biztaxindex","econ_rdsharegdp","econ_vcpc","edu_pctbachhigher2534","edu_pctbachhigher","edu_ppstatebudget","edu_ppspending","edu_enrolled","edu_hsdiploma","edu_naep4math","edu_naep4read","edu_naep4sci","edu_naep8math","edu_naep8read","edu_naep8sci","edu_unemployednohs","equity_fbpop","equity_gini","equity_incshareq1","equity_incshareq2","equity_incshareq3","equity_incshareq4","equity_incshareq5","equity_incsharetop5","equity_medhhincblack","equity_medhhinchisp","equity_medhhincwhite","equity_medhhinctotal","equity_childpovrtblack","equity_childpovrthisp","equity_childpovrtwhite","equity_childpovrttotal","equity_homeownershipblack","equity_homeownershiphisp","equity_homeownershipwhite","equity_homeownershiptotal","qol_aqi","qol_homeownershiptotal","qol_popchange","qol_popwohealthins","qol_vcrimert","qol_vthourspc","qol_obese","qol_physicians","transit_hoursdelayedpc","transit_caralone","transit_novehicle","transit_statefunding","transit_bustrips","transit_bridgecondition"
113,5,"Boston-Worcester-Manchester, MA-RI-NH","Northeast",42.3604823,-71.0595678,2011,3.07,3.56,1.29,2.10,3.95,2.44,604947774.86,22835.31,0.1467,0.2037,92258.31,66826.70,0.0345,0.0126,0.0654,6.10,0.0667,454.23,0.2362,0.0895,10865.82,6892.37,0.0251,0.8360,417.09,195.88,430.87,445.35,479.80,178.56,0.0125,0.0912,0.37,0.0283,0.0952,0.1382,0.2232,0.4922,0.2005,97860.15,91202.58,1570.48,99259.85,0.0454,0.0475,0.0375,0.2371,0.6452,0.0796,0.9488,0.7319,0.4376,0.4855,0.0243,0.2142,251.37,49.21,0.4184,265.47,4,0.9917,0.0840,239.95,0.1998,0.2932
114,6,"Buffalo-Niagara-Cattaraugus, NY","Northeast",42.8864468,-78.8783689,2011,0.79,4.34,1.94,3.26,2.51,3.53,600028652.65,65943.37,0.1047,0.1679,69505.41,35998.00,0.0251,0.0522,0.1193,9.79,0.0275,102.03,0.3742,0.2841,2469.94,14667.05,0.1510,0.8516,258.83,460.58,35.15,309.84,350.49,300.59,0.0451,0.1693,0.17,0.0298,0.0822,0.1579,0.2369,0.5028,0.1957,61868.00,73108.61,95202.75,33547.93,0.2207,0.0298,0.0782,0.0855,0.2158,0.9581,0.7959,0.2601,0.6184,0.1987,0.0182,0.0093,198.75,19.80,0.4363,121.18,43,0.6723,0.0237,409.40,0.7206,0.2643
115,7,"Charlotte-Gastonia-Salisbury, NC-SC","Southeast",35.2270869,-80.8431268,2011,2.11,1.63,3.20,1.32,0.87,1.85,295314559.67,57756.97,0.3448,0.2932,41422.16,43578.84,0.0215,0.0479,0.1874,9.15,0.0822,283.56,0.3271,0.1806,4902.60,659.68,0.1485,0.8267,253.83,11.05,252.83,227.41,2.85,301.81,0.0112,0.0405,0.22,0.0354,0.0992,0.1580,0.2594,0.5113,0.1922,27986.86,71006.99,43120.87,60903.28,0.1694,0.1310,0.1427,0.1543,0.6018,0.5114,0.8950,0.2650,0.0042,0.1605,0.0078,0.0828,491.78,10.64,0.4054,269.69,79,0.7442,0.0704,268.49,0.9610,0.1637
116,8,"Chicago-Naperville-Michigan City, IL-IN-WI","Midwest",41.8756208,-87.6243706,2011,0.44,0.32,2.62,2.75,0.23,1.27,208267348.07,47582.96,0.3791,0.2522,73246.01,74688.44,0.0208,0.1604,0.1175,9.64,0.0602,131.04,0.0716,0.3817,9592.46,2021.60,0.2191,0.9739,31.86,78.82,63.19,161.63,450.85,214.70,0.0227,0.1090,0.16,0.0250,0.1062,0.1468,0.2444,0.5085,0.2139,84395.83,66756.77,44326.46,71784.91,0.1987,0.1082,0.2409,0.0309,0.8619,0.7185,0.0401,0.7236,0.5152,0.5458,0.0135,0.0865,457.06,49.66,0.4680,311.63,66,0.6911,0.0894,157.04,0.1434,0.3691
117,9,"Cincinnati-Middletown-Wilmington, OH-KY-IN","Midwest",39.1014537,-84.5124602,2011,2.53,1.39,1.98,1.26,0.06,3.18,779813821.61,44975.23,0.0176,0.2170,25280.81,28471.18,0.0281,0.0964,0.0050,9.42,0.0048,408.74,0.1095,0.3622,9077.35,14896.45,0.0955,0.8907,489.54,371.37,29.81,200.37,481.02,493.57,0.0404,0.0532,0.26,0.0485,0.1103,0.1517,0.2378,0.4829,0.2240,86723.24,54637.29,59838.84,50891.79,0.1003,0.0657,0.2332,0.0917,0.3447,0.1242,0.3226,0.2859,0.6890,0.4724,0.0075,0.0552,620.89,22.61,0.1965,129.73,70,0.5785,0.0165,42.98,0.9360,0.1259
118,10,"Cleveland-Akron-Elyria, OH","Midwest",41.4871888,-81.6778691,2011,3.00,4.23,0.03,3.65,4.52,3.10,786091479.43,86145.40,0.4713,0.3405,30488.42,635.63,0.0394,0.0768,0.1982,3.58,0.0485,402.81,0.1702,0.1002,12459.43,5713.01,0.2469,0.8513,408.81,361.39,405.29,412.13,86.72,204.79,0.0029,0.0569,0.44,0.0452,0.1016,0.1463,0.2437,0.4938,0.2109,22502.51,54998.36,59443.93,90861.78,0.2073,0.2024,0.0594,0.0194,0.3444,0.1051,0.7479,0.6042,0.5956,0.7469,0.0086,0.2082,225.55,29.94,0.3345,301.37,74,0.8994,0.0234,279.79,0.5246,0.4366
119,11,"Columbus-Marion-Chillicothe, OH","Midwest",39.9622601,-83.0007065,2011,3.43,2.00,2.38,3.51,3.08,4.67,608614072.86,2238.24,0.0955,0.0144,78047.66,86540.60,0.0341,0.2009,0.1351,5.94,0.0576,200.11,0.1076,0.3326,14621.17,6076.64,0.2350,0.8143,446.41,251.68,455.60,445.86,320.51,10.03,0.0140,0.1732,0.23,0.0481,0.0857,0.1456,0.2554,0.5061,0.1822,74987.03,60479.73,74366.52,79127.59,0.0928,0.0708,0.0177,0.0285,0.0161,0.4926,0.9721,0.5594,0.1508,0.8024,0.0294,0.0689,172.26,0.68,0.3641,228.15,38,0.9459,0.0090,183.78,0.6278,0.1944
120,12,"Dallas-Fort Worth, TX","Southeast",32.7801052,-96.8000082,2011,4.75,3.35,3.07,3.38,1.27,0.69,811603334.22,50806.28,0.0598,0.3033,44834.95,15849.61,0.0116,0.0918,0.0520,5.11,0.0142,477.02,0.4697,0.2342,14736.28,466.42,0.0614,0.8675,357.11,250.20,485.88,168.70,192.64,175.60,0.0187,0.2420,0.11,0.0307,0.0891,0.1466,0.2351,0.5055,0.2235,58819.55,54183.62,90806.95,24434.92,0.0029,0.1683,0.2311,0.2041,0.1156,0.1435,0.2699,0.7435,0.1535,0.6474,0.0088,0.2351,362.27,8.06,0.3146,280.31,9,0.9616,0.0784,479.24,0.5118,0.2919
121,13,"Dayton-Springfield-Greenville, OH","Midwest",39.7589478,-84.1916069,2011,1.50,3.86,1.05,2.73,2.93,2.75,1039659752.93,56135.28,0.3179,0.4074,97501.29,58092.12,0.0329,0.1220,0.0649,8.96,0.0101,65.09,0.3679,0.0037,9759.06,3294.73,0.1086,0.9622,335.39,454.46,399.37,180.87,393.21,439.91,0.0199,0.1059,0.07,0.0202,0.0826,0.1593,0.2393,0.4777,0.1901,70324.17,4052.41,1636.42,95957.52,0.2010,0.2243,0.2272,0.1458,0.2159,0.6375,0.8785,0.8706,0.5536,0.7945,0.0228,0.0026,126.46,15.72,0.1839,397.43,4,0.8674,0.0150,195.37,0.5963,0.0003
122,14,"Denver-Aurora-Boulder, CO","West",39.7391536,-104.9847034,2011,0.07,3.88,1.72,3.57,3.55,3.29,436311819.31,39543.82,0.3449,0.2550,92770.88,40171.59,0.0379,0.0520,0.1702,5.06,0.0214,346.42,0.1687,0.4720,6858.41,5667.01,0.1453,0.9126,455.36,243.46,0.23,95.91,209.54,407.56,0.0415,0.0271,0.25,0.0441,0.1114,0.1593,0.2531,0.5093,0.2060,18201.69,76094.17,54147.26,99608.87,0.1835,0.2160,0.1324,0.1595,0.6807,0.6721,0.1471,0.6890,0.3379,0.2990,0.0265,0.1577,104.09,11.68,0.0232,158.49,28,0.7005,0.0125,172.29,0.3114,0.4967
123,15,"Detroit-Warren-Flint, MI","Midwest",42.3486635,-83.0567375,2011,0.05,2.19,2.92,1.52,4.92,2.16,855646089.14,85191.28,0.2720,0.0498,90349.22,48182.15,0.0163,0.1576,0.0489,8.71,0.0626,168.92,0.1133,0.0727,14318.25,13733.54,0.1137,0.8819,27.01,104.46,420.66,87.09,77.10,364.64,0.0435,0.1163,0.49,0.0488,0.1101,0.1562,0.2244,0.4982,0.2233,87103.14,5925.11,40880.43,57042.23,0.2205,0.1219,0.1214,0.0897,0.0950,0.2450,0.0706,0.9063,0.2883,0.9613,0.0250,0.1436,715.55,40.68,0.0395,132.86,51,0.8001,0.0193,410.60,0.6140,0.1507
124,16,"Fresno-Madera, CA","Southwest",36.7294455,-119.70886061,2011,0.12,3.58,4.33,3.11,2.89,1.00,996468776.56,98315.59,0.3144,0.3781,19324.42,62713.99,0.0137,0.2018,0.1491,1.83,0.0774,303.41,0.0983,0.3247,7055.43,8832.45,0.2449,0.8120,37.28,281.40,39.53,282.81,253.81,327.31,0.0135,0.1209,0.47,0.0509,0.0852,0.1323,0.2562,0.4717,0.2102,58230.27,93472.10,69333.11,9097.52,0.1568,0.0199,0.0165,0.0292,0.0698,0.2448,0.0424,0.7392,0.7309,0.6475,0.0113,0.1515,570.65,9.90,0.1148,228.41,37,0.7555,0.0341,44.69,0.7702,0.2970
125,17,"Grand Rapids-Muskegon-Holland, MI","Midwest",42.9633599,-85.6680863,2011,3.80,2.10,1.28,2.62,4.85,1.27,427440247.68,5445.37,0.2090,0.0614,22132.84,73102.95,0.0076,0.0515,0.1937,3.23,0.0820,146.90,0.4524,0.2304,9009.78,12310.89,0.0584,0.9347,13.37,443.20,82.88,489.57,26.13,410.87,0.0232,0.2243,0.35,0.0409,0.0863,0.1521,0.2203,0.5051,0.1968,41370.22,92343.47,78660.11,7483.04,0.0427,0.2334,0.0648,0.1728,0.7659,0.9265,0.8039,0.9052,0.9521,0.7495,0.0320,0.1479,684.92,0.70,0.3458,214.81,54,0.7809,0.0499,61.78,0.9040,0.2267
126,18,"Greensboro--Winston-Salem--High Point, NC","Southeast",36.0726355,-79.7919754,2011,0.97,1.34,3.45,2.98,0.26,1.17,1014912373.57,10043.07,0.4409,0.1549,11706.24,4691.75,0.0237,0.0172,0.0420,0.86,0.0461,245.65,0.0725,0.1526,12646.10,872.93,0.1626,0.8935,176.46,253.78,351.71,397.42,408.14,99.10,0.0498,0.0973,0.11,0.0471,0.0892,0.1621,0.2399,0.4929,0.1823,143.20,52621.64,74681.90,925.98,0.0513,0.0036,0.0258,0.0543,0.3060,0.5040,0.5787,0.2689,0.7623,0.2037,0.0019,0.1693,220.89,49.49,0.4212,111.38,11,0.9207,0.0943,42.24,0.8873,0.4503
127,19,"Greenville-Spartanburg-Anderson, SC","Southeast",34.8512316,-82.3985105,2011,3.79,1.13,2.56,0.92,2.25,4.50,784557720.83,59462.36,0.1953,0.2697,79639.95,82311.98,0.0081,0.2456,0.0122,3.50,0.0042,484.16,0.0089,0.1125,9782.47,2970.32,0.1747,0.8665,338.09,252.90,237.64,489.09,155.32,105.35,0.0271,0.1061,0.39,0.0362,0.1102,0.1362,0.2206,0.4992,0.1947,21547.02,80565.64,53088.16,41180.63,0.0233,0.0464,0.2438,0.0638,0.5073,0.3333,0.5090,0.3598,0.0562,0.3625,0.0321,0.1560,403.13,38.78,0.3429,280.01,59,0.5862,0.0444,315.88,0.3996,0.3835
128,20,"Hartford-West Hartford-Willimantic, CT","Northeast",41.765599,-72.69058501,2011,0.15,1.04,1.50,0.87,3.21,3.56,509168558.94,51529.10,0.0263,0.0060,19167.87,84421.59,0.0056,0.0002,0.1891,3.18,0.0542,225.89,0.2828,0.3027,5939.36,5583.63,0.2025,0.8358,31.56,83.55,87.84,415.30,100.23,69.04,0.0030,0.0934,0.31,0.0307,0.1036,0.1347,0.2507,0.5119,0.2176,61474.76,51960.56,36330.29,10297.48,0.2201,0.2256,0.1194,0.1308,0.2542,0.8238,0.1711,0.9013,0.0588,0.7975,0.0152,0.1401,717.50,48.20,0.4847,218.04,38,0.7472,0.0462,325.64,0.4619,0.2887
129,21,"Houston-Baytown-Huntsville, TX","Southeast",29.9519265,-95.54091698,2011,1.37,1.21,1.03,4.47,3.56,2.98,531615214.61,37720.22,0.2397,0.3555,81455.14,65468.80,0.0387,0.0170,0.0303,9.63,0.0176,217.38,0.2109,0.0640,906.08,4325.41,0.1423,0.9905,340.53,297.11,209.54,293.29,234.84,118.02,0.0189,0.0341,0.49,0.0500,0.0812,0.1631,0.2317,0.5005,0.1861,98479.84,31230.08,9611.85,70460.84,0.2208,0.0655,0.1505,0.0472,0.2741,0.4737,0.4167,0.9958,0.3683,0.9668,0.0041,0.0237,115.84,16.67,0.0144,184.31,47,0.8043,0.0704,186.41,0.7801,0.2711
130,22,"Indianapolis-Anderson-Columbus, IN","Midwest",39.7683795,-86.1580447,2011,3.03,3.41,1.89,3.39,2.80,1.45,434733911.84,53417.69,0.4500,0.3482,18258.29,9318.26,0.0128,0.1596,0.1730,8.94,0.0384,147.20,0.2349,0.3599,11507.16,1911.46,0.2160,0.8030,448.06,228.05,139.43,18.81,82.67,74.77,0.0250,0.0974,0.40,0.0205,0.0869,0.1338,0.2583,0.4954,0.2068,61181.34,60163.84,49244.79,10176.07,0.0721,0.2413,0.2211,0.2241,0.8882,0.7395,0.0820,0.6697,0.4467,0.6929,0.0093,0.0621,623.29,44.19,0.3787,267.28,53,0.9674,0.0910,245.53,0.3363,0.4736
131,23,"Jacksonville, FL","Southeast",30.3321838,-81.655651,2011,3.23,2.07,1.58,1.91,0.01,2.39,228328948.33,59513.15,0.4344,0.2074,30250.33,69609.08,0.0327,0.0484,0.1148,3.07,0.0390,362.25,0.0505,0.2939,1911.65,4494.61,0.0816,0.9496,17.03,447.05,230.00,51.47,390.26,244.68,0.0201,0.0835,0.40,0.0425,0.1073,0.1431,0.2549,0.4840,0.2059,65187.42,98980.51,39283.51,3436.26,0.1565,0.0074,0.1371,0.1282,0.3430,0.3627,0.0870,0.7511,0.5171,0.0959,0.0061,0.0242,119.59,39.08,0.2860,137.85,66,0.8961,0.0876,365.44,0.2285,0.3536
132,24,"Kansas City-Overland Park-Kansas City, MO-KS","Midwest",39.0844687,-94.5630298,2011,4.00,2.76,0.51,0.97,2.93,4.18,955619269.24,51907.16,0.4212,0.2551,74355.44,26593.78,0.0207,0.1935,0.0189,3.56,0.0213,328.34,0.4988,0.2726,7913.24,2263.48,0.0936,0.8815,319.92,485.13,426.00,225.54,226.57,267.53,0.0047,0.2177,0.29,0.0327,0.1099,0.1581,0.2558,0.4758,0.2085,14546.70,20070.54,15356.40,3432.63,0.0893,0.1030,0.1351,0.0459,0.7239,0.3483,0.5617,0.9833,0.4502,0.6050,0.0254,0.1391,313.03,33.86,0.4300,249.23,34,0.5827,0.0281,216.34,0.6132,0.4122
133,25,"Knoxville-Sevierville-La Follette, TN","Southeast",35.9603948,-83.9210261,2011,3.58,2.60,0.11,3.05,1.79,1.75,414796050.13,74215.07,0.1942,0.0544,81902.16,34302.33,0.0215,0.0429,0.0374,0.38,0.0772,447.09,0.3227,0.3841,764.24,14866.31,0.1394,0.9814,202.90,86.37,31.15,361.47,436.97,403.52,0.0466,0.2257,0.33,0.0333,0.0909,0.1631,0.2261,0.4811,0.2296,72866.15,46724.37,50076.68,21449.26,0.0659,0.2209,0.2166,0.0023,0.9052,0.9419,0.9025,0.0416,0.6646,0.6973,0.0076,0.1986,387.67,1.48,0.1672,358.80,73,0.6596,0.0769,468.25,0.0088,0.3891
134,26,"Las Vegas-Paradise-Pahrump, NV","Southwest",36.145204,-115.1611806,2011,4.90,4.14,0.12,1.65,0.06,0.11,52263243.08,37891.24,0.1069,0.0530,88944.03,28582.38,0.0024,0.0887,0.1277,7.67,0.0355,488.90,0.2840,0.3008,7636.55,12555.45,0.0200,0.8318,206.13,209.39,493.49,473.69,264.46,406.60,0.0434,0.1265,0.07,0.0398,0.0816,0.1411,0.2235,0.4909,0.1965,764.85,54223.34,12899.48,97784.35,0.0473,0.1253,0.1142,0.1044,0.2375,0.2087,0.7681,0.2070,0.5998,0.0374,0.0240,0.1241,188.07,39.85,0.2051,308.26,78,0.6348,0.0413,297.38,0.5197,0.3891
135,27,"Los Angeles-Long Beach-Riverside, CA","Southwest",34.0536781,-118.2427025,2011,0.28,3.05,3.14,2.79,3.51,4.76,850248250.13,27537.64,0.2825,0.4418,43387.27,39256.07,0.0341,0.1733,0.1343,8.11,0.0097,455.96,0.2713,0.1522,5120.27,12837.28,0.0676,0.9152,268.18,415.06,395.39,72.41,465.94,103.28,0.0316,0.0930,0.19,0.0495,0.0871,0.1504,0.2587,0.4733,0.2090,72991.91,50131.12,98473.46,17536.28,0.0603,0.2169,0.0500,0.1238,0.1147,0.8233,0.8804,0.6062,0.5173,0.1355,0.0102,0.1637,265.93,26.29,0.1768,126.71,61,0.7164,0.0943,33.39,0.4143,0.1803
136,28,"Louisville-Jefferson County--Elizabethtown-Scottsburg, KY-IN","Southeast",38.2542376,-85.759407,2011,4.93,4.73,4.82,0.43,4.02,2.45,221220186.40,78223.00,0.2351,0.1697,90670.03,93601.48,0.0068,0.2360,0.0292,8.99,0.0156,444.72,0.2075,0.1524,7300.26,1813.55,0.2470,0.9571,143.05,355.03,432.08,73.22,328.53,431.27,0.0390,0.2048,0.48,0.0313,0.0813,0.1590,0.2204,0.4807,0.2224,41969.52,45880.17,74311.38,21298.51,0.1359,0.0824,0.1341,0.0996,0.1631,0.3983,0.1986,0.0721,0.1778,0.6033,0.0050,0.2133,333.42,4.85,0.4879,142.41,53,0.7009,0.0846,110.90,0.5054,0.1677
137,29,"Memphis, TN-MS-AR","Southeast",35.1490215,-90.0516285,2011,3.10,3.82,3.13,1.80,1.46,3.76,635015470.39,3484.16,0.4273,0.3792,17735.16,81222.10,0.0220,0.1543,0.0443,0.75,0.0093,330.31,0.1098,0.4788,11587.50,14865.60,0.1541,0.8333,330.91,375.60,328.96,151.06,289.67,230.02,0.0230,0.0030,0.23,0.0283,0.0949,0.1600,0.2518,0.5089,0.2123,22888.04,1797.06,13205.46,94056.81,0.1968,0.0615,0.0790,0.2081,0.1194,0.8010,0.9297,0.1249,0.4842,0.5001,0.0274,0.2090,51.07,4.46,0.4080,311.10,62,0.9129,0.0654,60.39,0.9419,0.1040
138,30,"Miami-Fort Lauderdale-Pompano Beach, FL","Southeast",25.7742658,-80.1936589,2011,3.68,2.44,4.61,2.88,0.05,4.12,837489771.61,44683.20,0.1867,0.4918,30425.04,39077.96,0.0263,0.1543,0.0788,7.61,0.0450,131.83,0.1184,0.1023,3851.75,13676.08,0.0710,0.8746,122.23,470.39,452.16,290.59,41.32,59.29,0.0055,0.0276,0.35,0.0248,0.1106,0.1605,0.2392,0.4837,0.2142,81175.81,67233.60,20864.25,23580.60,0.0495,0.1728,0.1218,0.2459,0.5523,0.3818,0.6820,0.7692,0.6588,0.5119,0.0099,0.1589,516.57,49.53,0.0007,245.20,36,0.5210,0.0186,81.30,0.4891,0.1564
139,31,"Milwaukee-Racine-Waukesha, WI","Midwest",43.0349931,-87.922497,2011,0.94,0.85,3.60,1.33,2.92,1.66,470848437.35,51613.93,0.4399,0.1448,51171.95,75686.28,0.0144,0.2460,0.1734,6.19,0.0048,258.12,0.1267,0.2282,3614.36,400.00,0.0401,0.9691,140.51,268.71,163.89,464.93,120.43,281.75,0.0434,0.2167,0.33,0.0472,0.0820,0.1612,0.2317,0.4758,0.2292,49157.41,99091.39,3167.06,3039.03,0.0357,0.2403,0.2298,0.2418,0.5054,0.4071,0.1657,0.9476,0.5538,0.0430,0.0096,0.1382,349.30,29.02,0.1732,184.85,73,0.5747,0.0053,222.28,0.7588,0.2877
140,32,"Minneapolis-St. Paul-St. Cloud, MN-WI","Midwest",44.9772995,-93.2654692,2011,4.39,4.97,2.64,3.79,3.08,4.12,288955595.76,45689.32,0.2131,0.2577,16592.60,27553.75,0.0006,0.2480,0.1713,0.54,0.0520,376.45,0.0839,0.1387,5189.86,13233.05,0.1374,0.9503,378.00,445.64,122.58,469.79,197.53,151.55,0.0396,0.1803,0.16,0.0409,0.1085,0.1322,0.2309,0.4912,0.2145,13467.56,34089.03,7082.36,63931.27,0.2498,0.1758,0.2132,0.2121,0.5881,0.2941,0.4677,0.6129,0.0159,0.8859,0.0099,0.0783,709.29,46.94,0.0630,194.74,26,0.8196,0.0498,146.79,0.6219,0.2683
141,33,"Nashville-Davidson--Murfreesboro--Columbia, TN","Southeast",36.1622257,-86.7743419,2011,0.52,4.86,0.15,3.14,4.06,2.28,668364462.63,36578.90,0.2403,0.3421,98445.61,79597.91,0.0112,0.2211,0.1810,9.61,0.0804,8.32,0.0811,0.2014,3039.25,14993.46,0.1537,0.9339,429.75,115.28,301.48,278.60,126.91,371.28,0.0094,0.0230,0.49,0.0224,0.0892,0.1585,0.2466,0.4897,0.1865,20550.63,72710.44,3710.95,96535.03,0.0746,0.2273,0.0176,0.0736,0.6480,0.1556,0.1366,0.8254,0.6980,0.2752,0.0058,0.1697,471.71,29.89,0.0696,382.24,23,0.7284,0.0991,334.78,0.4128,0.2789
142,34,"New Orleans-Metairie-Bogalusa, LA","Southeast",29.9499323,-90.0701156,2011,0.60,1.69,1.85,2.22,4.48,2.11,451525503.72,30960.78,0.3763,0.0922,52124.34,52580.39,0.0043,0.0798,0.1931,2.92,0.0109,126.23,0.2192,0.3565,12178.89,4680.29,0.0163,0.9652,83.93,460.95,125.92,293.76,261.94,295.59,0.0387,0.2455,0.41,0.0503,0.0860,0.1543,0.2384,0.4756,0.1923,29626.44,26942.31,59504.80,94793.15,0.1312,0.2262,0.1577,0.0399,0.0904,0.0434,0.5128,0.9144,0.3925,0.7285,0.0090,0.1493,301.38,17.70,0.1956,277.19,47,0.7489,0.0114,449.02,0.1193,0.1522
143,35,"New York-Newark-Bridgeport, NY-NJ-CT-PA","Northeast",40.7305991,-73.9865812,2011,4.65,1.56,1.33,1.11,1.94,0.16,985281083.92,70848.49,0.3812,0.1827,56600.98,21392.63,0.0181,0.1829,0.0124,4.25,0.0283,452.66,0.3624,0.0469,14326.07,7584.80,0.1730,0.9341,94.13,264.31,225.22,152.46,227.86,52.65,0.0274,0.0985,0.11,0.0337,0.1091,0.1633,0.2581,0.4932,0.2122,58561.08,50497.64,2619.15,91771.03,0.1068,0.1447,0.0464,0.0180,0.1615,0.0042,0.2840,0.1526,0.3058,0.3584,0.0031,0.0749,60.30,42.48,0.4524,254.86,36,0.8590,0.0988,480.23,0.7651,0.4774
144,36,"Oklahoma City-Shawnee, OK","West",35.4707419,-97.5198806,2011,3.29,3.94,2.12,4.57,3.51,3.72,975559177.06,72220.51,0.0171,0.3866,83563.18,13499.80,0.0048,0.0123,0.1782,8.23,0.0405,447.56,0.0204,0.4527,11279.36,5870.84,0.0837,0.8880,46.77,73.72,353.61,131.29,212.03,168.40,0.0035,0.0080,0.37,0.0357,0.0818,0.1558,0.2516,0.5044,0.2286,58112.62,53940.53,36797.76,72670.44,0.2446,0.1347,0.0251,0.0736,0.3937,0.3780,0.3774,0.9247,0.4406,0.6603,0.0119,0.1871,128.92,16.68,0.4067,180.49,6,0.6665,0.0495,320.16,0.8440,0.1423
145,37,"Orlando-Deltona-Daytona Beach, FL","Southeast",28.5421175,-81.3790462,2011,0.15,2.73,2.00,1.61,0.42,2.62,601418344.49,3659.00,0.2820,0.1300,41348.17,67201.63,0.0255,0.1924,0.0764,1.38,0.0150,315.03,0.1994,0.1467,13373.31,13795.26,0.2040,0.8684,171.75,261.08,180.80,170.43,460.38,320.77,0.0407,0.1397,0.22,0.0362,0.1125,0.1401,0.2496,0.4905,0.2211,55068.14,82327.33,23562.55,20504.70,0.1549,0.1585,0.0435,0.2159,0.6599,0.4445,0.7717,0.8635,0.9773,0.0134,0.0222,0.0601,551.55,0.81,0.0937,196.93,49,0.7644,0.0573,490.91,0.9101,0.0652
146,38,"Philadelphia-Camden-Vineland, PA-NJ-DE-MD","Northeast",39.952335,-75.163789,2011,1.35,4.03,0.90,0.74,0.92,3.78,659475520.44,81737.69,0.1708,0.0297,74934.18,47829.15,0.0009,0.2136,0.1160,7.40,0.0500,2.56,0.3906,0.1144,10945.16,11711.30,0.1700,0.8027,244.09,426.68,357.01,173.80,269.10,172.58,0.0335,0.0312,0.41,0.0524,0.1019,0.1426,0.2319,0.4819,0.2139,44807.44,81327.59,29811.19,64095.44,0.2394,0.0213,0.0029,0.1841,0.5782,0.5900,0.2367,0.4411,0.5158,0.0038,0.0041,0.0342,695.79,35.30,0.0518,164.20,50,0.6700,0.0028,329.96,0.0197,0.4306
147,39,"Phoenix-Mesa-Scottsdale, AZ","Southwest",33.361168,-112.12130217,2011,3.58,4.35,1.39,2.64,4.03,3.74,261535060.78,79737.01,0.1246,0.2818,5548.37,94412.52,0.0376,0.2383,0.0844,7.04,0.0636,133.19,0.2870,0.4740,9712.82,1353.54,0.0028,0.8776,326.54,418.70,467.26,48.58,110.13,134.80,0.0227,0.0137,0.35,0.0522,0.0975,0.1350,0.2233,0.4819,0.2075,50387.29,12269.21,16226.11,88530.36,0.1852,0.1830,0.1141,0.1094,0.8133,0.8151,0.5676,0.1775,0.4828,0.7144,0.0139,0.1344,507.24,29.88,0.3475,305.78,27,0.9093,0.0817,295.34,0.5946,0.3798
148,40,"Pittsburgh-New Castle, PA","Midwest",40.4416941,-79.9900861,2011,1.17,1.55,2.42,0.63,3.85,3.73,757367635.56,45859.67,0.3846,0.0956,60778.70,92949.16,0.0298,0.1385,0.0673,6.62,0.0447,311.49,0.2738,0.3817,11665.24,11968.63,0.1133,0.8852,44.05,275.97,246.68,134.64,402.21,479.52,0.0248,0.0961,0.29,0.0475,0.1046,0.1465,0.2238,0.4832,0.2283,76019.06,93808.71,12392.66,44679.24,0.1751,0.2255,0.1413,0.1575,0.5130,0.2188,0.5307,0.3039,0.7604,0.2890,0.0291,0.2256,446.19,24.03,0.4989,381.55,67,0.5446,0.0832,204.37,0.5175,0.1083
149,41,"Portland-Vancouver-Beaverton, OR-WA","West",45.5202471,-122.6741949,2011,4.57,2.47,2.11,2.16,0.38,0.12,105002902.63,89520.88,0.2730,0.0270,54253.47,64005.69,0.0393,0.0477,0.0903,4.13,0.0691,415.77,0.0969,0.2642,14708.22,12882.03,0.1119,0.9902,294.67,285.42,54.05,427.72,99.59,329.00,0.0111,0.1533,0.05,0.0455,0.0951,0.1598,0.2422,0.5032,0.2108,70389.17,88227.13,90523.71,16885.35,0.2230,0.1310,0.0664,0.1192,0.5987,0.9659,0.7531,0.5526,0.9164,0.3778,0.0029,0.0137,324.12,7.17,0.2256,240.25,22,0.8625,0.0856,499.39,0.5288,0.3286
150,42,"Raleigh-Durham-Cary, NC","Southeast",35.7804015,-78.6390779,2011,0.32,2.93,2.97,0.66,0.43,3.28,923256833.76,50841.36,0.2519,0.2183,63242.02,87693.47,0.0192,0.0231,0.1228,7.93,0.0128,145.95,0.4809,0.2787,4965.10,8821.85,0.2125,0.9599,77.58,495.56,493.63,404.54,103.49,311.07,0.0070,0.0673,0.14,0.0453,0.0956,0.1517,0.2346,0.4847,0.2194,76555.95,53669.07,21078.48,59961.90,0.1691,0.0351,0.2452,0.2420,0.6592,0.8818,0.1840,0.0846,0.4705,0.0876,0.0011,0.0140,673.64,6.18,0.0227,106.06,59,0.8286,0.0388,431.82,0.4610,0.1741
